id,house_ln,house_la,subway,bus_stop,park,scenery,street,room_type,accommodates,bathroom,bedroom,beds,bed_type,guests,num_of_review,review_score,Entire_home,Private_room,Shared_room,crime_rate,host_response_time,response_time_num,host_response_rate,superhost,host_neighborhood,daily_price,weekly_price,monthly_price,Central_Park,Van_Cortlandt,Flushing_Meadows,Prospect_Park,Washington_Square_Park,Bronx_Park,Pelham_Bay_Park,Floyd_Bennet_Field,Jamaica_Bay,Jacob_Riis_Park,Fort_Tilden,Greenbelt,The_Metropolitan_Museum_of_Art,statue_of_liberty,Empire_state_Building,American_Museum_of_Natual_History,Museum_of_Modern_Art,Times_Square,One_world_trade_cente,Grand_Centreal_Terminal,intrepid_sea_air,Fifth_Avenue,Brooklyn_Bridge,Wall_Street,Flatiron_Building,New_York_University,Broadway,China_Town,New_york_Public_Library,West_Point_Academy,Columbia_University,Madison_Square_Garden,madame_tussauds_new_york,National_September_11_Memorial_Museum,Manhattan_Skyline,United_Nations_Headquarters,SOHO,St_Patrick_Cathedral,High_Line_Park,Top_of_the_Rock,sub_dist_1,sub_dist_2,sub_dist_3,bus_dist_1,bus_dist_2,bus_dist_3,subway_station,new_price
9704,-73.95466,40.81305,5,23,1,6,New York,Private room,2,1.5,1,1,Real Bed,1,85,98,0,1,0,1.0705,within a few hours,2,1,0,Harlem,52,,1700,3.314,11.067,12.587,16.452,9.824,7.754,14.002,24.451,25.057,27.894,28.488,21.455,3.822,15.711,7.598,3.865,6.052,6.545,12.173,6.97,6.624,4.446,12.381,12.747,8.527,9.962,2.987,11.452,7.053,63.043,0.905,7.7,6.937,12.306,5.879,6.955,4.062,6.352,235.777,6.352,0.291,0.42,0.799,0.115,0.125,0.165,2,52
11452,-73.94312,40.68876,0,8,1,1,Brooklyn,Private room,1,1,1,1,Real Bed,1,0,0,0,1,0,1.7837,within a day,1,1,0,Stuyvesant Heights,35,300,1100,10.919,23.752,10.32,3.422,6.539,18.837,23.438,10.879,11.985,14.874,14.809,12.301,10.212,8.553,7.57,10.611,8.595,8.565,6.494,7.67,9.753,9.672,4.969,5.862,7.022,6.424,11.664,5.387,7.885,76.876,13.309,7.913,8.455,6.37,8.803,7.256,10.626,8.272,249.584,8.41,0.817,0.882,1.001,0.226,0.254,0.255,0,30
11708,-73.92745,40.70186,1,5,0,0,Brooklyn,Entire home/apt,2,1,1,1,Real Bed,2,222,87,1,0,0,0.9855,within an hour,3,1,0,Bushwick,85,550,,9.874,22.081,8.43,5.389,6.713,17.075,21.529,11.882,12.651,15.534,15.914,14.124,9.128,9.972,7.151,9.655,7.865,7.99,7.335,7.039,9.337,8.654,5.905,6.875,6.826,6.632,10.67,6.024,7.341,75.459,12.117,7.585,7.979,7.249,8.064,6.461,9.724,7.568,248.118,7.741,0.445,0.652,0.677,0.099,0.386,0.421,1,59
12048,-73.98917,40.71401,1,19,1,13,New York,Shared room,1,1,1,1,Pull-out Sofa,1,213,96,0,0,1,1.2624,within a few hours,2,1,1,Lower East Side,40,,,8.097,22.22,12.827,5.633,1.992,17.884,23.343,15.135,16.53,19.39,18.842,10.739,7.58,5.421,3.883,7.604,5.367,5.003,2.031,4.423,5.732,6.95,1.079,1.881,3.014,1.847,8.634,0.65,4.392,74.088,10.638,3.974,4.709,1.989,5.557,4.521,7.49,5.052,246.846,5.083,0.091,0.5,0.519,0.077,0.161,0.197,1,40
12192,-73.98199,40.7229,0,16,1,19,New York,Private room,2,1,1,1,Real Bed,1,241,87,0,1,0,1.1773,within a few hours,2,0.92,0,Alphabet City,68,420,1400,7.011,21.075,12.044,6.462,1.564,16.725,22.199,15.699,16.961,19.841,19.496,11.877,6.466,6.467,2.896,6.539,4.306,4.011,2.855,3.342,4.921,5.839,2.233,2.94,2.127,1.476,7.584,1.514,3.366,73.083,9.552,3.089,3.768,2.872,4.503,3.377,6.446,3.982,245.843,4.036,0.672,0.686,0.703,0.183,0.21,0.214,0,68
12299,-73.97966,40.66278,1,1,1,0,Brooklyn,Entire home/apt,2,1,1,1,Real Bed,1,14,97,1,0,0,0.9893,within a day,1,0.7,0,Park Slope,120,,,13.634,27.313,14.5,0.89,7.711,22.603,27.486,10.111,11.94,14.635,13.472,8.422,13.031,6.214,9.579,13.196,10.977,10.698,6.257,10.004,11.483,12.42,5.079,5.399,8.751,7.561,14.251,5.995,10.053,79.763,16.161,9.718,10.436,6.078,11.178,9.893,13.12,10.649,252.522,10.716,0.269,0.392,1.152,0.403,0.554,0.641,2,150
12303,-73.97584,40.69673,0,5,1,6,Brooklyn,Private room,2,2,1,1,Real Bed,1,25,100,0,1,0,1.8669,within a few hours,2,1,0,Brooklyn Navy Yard,120,,,9.846,23.618,12.345,3.507,4.202,19.026,24.162,12.91,14.331,17.182,16.624,10.328,9.243,5.853,5.848,9.412,7.202,6.957,3.632,6.228,7.856,8.632,2.104,2.966,5.072,4.061,10.47,2.699,6.299,75.983,12.372,6.039,6.723,3.497,7.405,6.105,9.344,6.873,248.741,6.948,0.845,0.99,0.991,0.366,0.405,0.462,0,120
12318,-73.97927,40.79009,1,14,1,18,New York,Private room,2,1,1,1,Real Bed,1,79,94,0,1,0,0.8454,within an hour,3,1,1,Upper West Side,135,,,1.079,14.333,12.939,13.873,6.763,10.924,17.088,22.516,23.389,26.271,26.479,18.233,1.799,12.489,4.619,1.084,3.184,3.504,9.041,4.158,3.346,2.109,9.42,9.676,5.517,6.909,0.394,8.465,4.114,65.609,2.396,4.609,3.84,9.184,2.98,4.422,1.052,3.514,238.368,3.441,0.303,0.687,0.723,0.273,0.294,0.297,1,135
12627,-73.96238,40.65944,3,6,1,0,Brooklyn,Entire home/apt,2,1,1,1,Real Bed,2,9,95,1,0,0,0.8737,within a day,1,1,0,Lefferts Garden,150,,,13.981,27.289,13.593,0.92,8.467,22.439,27.077,8.862,10.571,13.32,12.408,9.764,13.329,7.682,10.126,13.589,11.42,11.224,7.335,10.448,12.155,12.742,5.999,6.492,9.369,8.321,14.653,6.836,10.556,80.12,16.468,10.335,11.009,7.162,11.626,10.223,13.548,11.089,252.866,11.182,0.242,0.467,0.992,0.166,0.343,0.351,2,80
12937,-73.9474,40.74771,4,5,0,18,Queens,Private room,4,1,1,2,Real Bed,2,244,98,0,1,0,0.9628,within an hour,3,1,1,Long Island City,130,840,3300,4.513,17.486,9.026,9.33,4.607,12.884,18.209,17.235,18.002,20.877,21.247,15.88,3.762,10.455,3.206,4.341,2.974,3.413,6.76,2.569,4.883,3.317,6.217,6.95,3.64,4.662,5.323,5.515,3,70.316,6.774,3.73,3.638,6.811,3.127,1.76,4.451,2.783,243.034,2.999,0.119,0.195,0.327,0.055,0.339,0.365,4,140
12940,-73.95591,40.68111,3,9,1,1,Brooklyn,Entire home/apt,2,1,1,1,Real Bed,2,60,88,1,0,0,1.7837,within an hour,3,1,0,Bedford-Stuyvesant,110,900,3000,11.609,24.819,11.689,2.088,6.538,19.983,24.709,10.564,11.922,14.78,14.362,10.974,10.937,7.53,7.929,11.246,9.123,8.993,5.991,8.163,10.045,10.364,4.482,5.25,7.255,6.405,12.309,5.114,8.315,77.712,14.069,8.199,8.821,5.843,9.332,7.867,11.225,8.794,250.448,8.905,0.058,0.085,0.468,0.043,0.186,0.211,3,125
13394,-73.97376,40.69142,1,8,1,6,Brooklyn,Private room,2,1,1,1,Real Bed,1,134,94,0,1,0,1.8669,within a few hours,2,1,0,Fort Greene,80,500,1800,10.426,24.124,12.428,2.898,4.811,19.485,24.544,12.315,13.767,16.61,16.015,10.151,9.812,5.974,6.458,10.001,7.798,7.564,4.1,6.823,8.472,9.205,2.592,3.372,5.687,4.669,11.06,3.271,6.903,76.571,12.946,6.653,7.335,3.953,8.002,6.676,9.938,7.468,249.327,7.548,0.497,0.59,0.668,0.228,0.301,0.325,1,80
13808,-73.93934,40.68043,2,16,1,0,Brooklyn,Private room,2,1,1,1,Real Bed,4,107,94,0,1,0,1.7837,within an hour,3,1,0,Stuyvesant Heights,80,600,1350,11.891,24.599,10.605,3.053,7.436,19.636,24.106,9.9,11.034,13.92,13.831,12.253,11.18,8.926,8.539,11.587,9.574,9.54,7.203,8.649,10.716,10.644,5.675,6.512,7.973,7.316,12.638,6.188,8.861,77.81,14.268,8.873,9.425,7.067,9.782,8.235,11.604,9.252,250.508,9.389,0.14,0.736,0.935,0.162,0.188,0.196,1,63
14287,-73.97008,40.78635,2,9,1,18,New York,Entire home/apt,2,1,1,1,Real Bed,1,68,93,1,0,0,0.8454,within an hour,3,1,0,Upper West Side,151,,,0.206,14.284,12.061,13.434,6.587,10.601,16.681,21.888,22.702,25.578,25.873,18.229,0.967,12.488,4.369,0.626,2.838,3.305,8.933,3.786,3.526,1.416,9.172,9.512,5.295,6.726,0.637,8.233,3.83,66.012,2.439,4.459,3.698,9.065,2.655,3.903,0.865,3.151,238.768,3.13,0.112,0.574,0.576,0.087,0.122,0.2,1,151
14314,-73.95392,40.73506,1,0,1,17,Brooklyn,Entire home/apt,4,1,1,2,Real Bed,2,317,96,1,0,0,0.9601,within an hour,3,1,1,Greenpoint,144,940,3400,5.693,18.993,9.546,7.845,3.688,14.387,19.646,16.037,16.937,19.826,20.011,14.49,4.984,9.182,3.064,5.407,3.554,3.733,5.569,2.774,5.151,4.448,4.84,5.644,3.091,3.701,6.45,4.235,3.124,71.715,8.092,3.568,3.791,5.594,3.752,2.148,5.447,3.264,244.447,3.445,0.415,0.842,0.9,0.514,0.758,0.823,1,144
14322,-73.98074,40.73961,1,23,1,23,New York,Entire home/apt,2,1,1,1,Real Bed,2,19,95,1,0,0,1.73,within a day,1,1,0,Kips Bay,200,1400,3200,5.165,19.328,11.792,8.289,1.705,15.118,20.761,17.324,18.461,21.352,21.184,13.379,4.652,7.765,1.097,4.682,2.446,2.176,4.034,1.49,3.271,4.02,3.938,4.423,0.775,1.789,5.724,3.039,1.513,71.223,7.707,1.448,1.99,4.122,2.642,1.698,4.585,2.125,243.983,2.175,0.486,0.494,0.728,0.084,0.167,0.176,2,200
14377,-73.9593,40.70881,3,5,0,9,Brooklyn,Entire home/apt,2,1,1,1,Real Bed,2,104,97,1,0,0,0.9672,within a day,1,1,0,Williamsburg,150,,,8.516,21.917,10.562,4.892,4.033,17.221,22.261,13.46,14.598,17.487,17.35,12.244,7.847,7.509,4.964,8.156,6.058,5.979,4.569,5.111,7.14,7.271,3.208,4.186,4.413,3.935,9.218,3.233,5.299,74.631,10.981,5.3,5.851,4.495,6.267,4.777,8.142,5.73,247.372,5.854,0.139,0.54,0.798,0.115,0.282,0.285,1,150
15341,-73.99775,40.7221,10,2,1,19,New York,Entire home/apt,2,1,1,2,Real Bed,2,19,92,1,0,0,1.6704,within an hour,3,1,0,Soho,180,,4550,7.431,21.698,13.371,6.718,0.971,17.536,23.159,16.28,17.685,20.543,19.967,10.961,6.991,5.377,3.147,6.898,4.695,4.227,1.654,3.822,4.755,6.36,1.738,2.019,2.22,0.819,7.891,0.781,3.692,73.214,9.951,3.113,3.879,1.72,4.865,4.114,6.748,4.406,245.966,4.393,0.056,0.248,0.379,0.361,0.443,0.533,8,145
15385,-73.96204,40.71185,0,3,1,12,Brooklyn,Private room,1,1,1,1,Real Bed,1,41,96,0,1,0,0.9672,within a few hours,2,1,0,Williamsburg,78,,1200,8.161,21.66,10.678,5.191,3.646,17.008,22.118,13.862,15.007,17.896,17.745,12.266,7.502,7.396,4.559,7.79,5.674,5.581,4.316,4.721,6.733,6.919,3.026,3.997,4.004,3.553,8.853,2.947,4.9,74.293,10.64,4.891,5.447,4.255,5.883,4.412,7.768,5.345,247.038,5.465,0.53,0.747,0.901,0.269,0.305,0.378,0,80
15396,-73.9953,40.74623,5,11,1,23,New York,Entire home/apt,4,2,2,2,Real Bed,2,5,100,1,0,0,1.8733,within a day,1,0.78,0,Chelsea,375,2750,7500,4.883,19.215,13.038,9.228,1.722,15.292,21.136,18.519,19.739,22.625,22.322,13.304,4.558,7.575,0.88,4.315,2.255,1.648,3.996,1.69,2.116,3.953,4.424,4.616,0.738,1.872,5.259,3.461,1.341,70.525,7.353,0.497,1.243,4.133,2.378,2.388,4.13,2.049,243.278,1.95,0.196,0.234,0.241,0.168,0.215,0.256,4,375
15711,-73.95269,40.77065,0,23,1,19,New York,Entire home/apt,6,1,2,4,Real Bed,6,66,93,1,0,0,0.9315,within an hour,3,1,0,Upper East Side,250,2000,6000,2.074,15.226,10.034,11.776,5.81,10.936,16.656,19.817,20.54,23.405,23.834,17.558,1.316,11.91,3.674,2.121,2.337,3.029,8.195,2.867,4.103,1.181,8.063,8.605,4.53,5.92,2.916,7.204,3.161,67.759,4.185,4.02,3.45,8.293,2.306,2.499,2.352,2.464,240.489,2.605,0.689,0.982,1.013,0.119,0.149,0.171,0,250
16326,-73.96428,40.67811,0,6,1,3,Brooklyn,Entire home/apt,8,2,4,4,Real Bed,8,143,99,1,0,0,0.9147,within a few hours,2,1,1,Prospect Heights,200,,,11.901,25.317,12.461,1.472,6.49,20.54,25.356,10.638,12.13,14.959,14.336,10.195,11.253,6.882,8.062,11.507,9.339,9.153,5.661,8.368,10.119,10.663,4.203,4.871,7.326,6.349,12.571,4.942,8.483,78.045,14.392,8.287,8.948,5.502,9.546,8.142,11.466,9.008,250.793,9.104,0.588,0.654,0.673,0.062,0.081,0.156,0,170
16338,-73.96788,40.69,1,8,1,5,Brooklyn,Private room,2,1,1,2,Real Bed,1,27,92,0,1,0,1.8669,a few days or more,0,0.33,0,Clinton Hill,55,400,1500,10.574,24.128,12.054,2.725,5.174,19.428,24.399,11.922,13.327,16.179,15.665,10.498,9.938,6.466,6.705,10.17,7.991,7.798,4.597,7.019,8.768,9.341,3.079,3.884,5.974,5.036,11.233,3.704,7.128,76.724,13.077,6.933,7.591,4.454,8.198,6.815,10.123,7.66,249.476,7.753,0.23,0.67,0.67,0.121,0.125,0.284,1,55
16421,-73.99119,40.75979,11,8,2,20,New York,Private room,1,1,1,1,Real Bed,1,191,89,0,1,0,9.9753,within a few hours,2,1,0,Hell's Kitchen,52,,,3.411,17.73,12.865,10.635,3.262,13.94,19.89,19.731,20.84,23.732,23.594,14.784,3.196,9.042,1.313,2.822,1.155,0.52,5.528,1.418,0.983,2.645,5.95,6.162,2.081,3.411,3.726,4.989,1.052,69.005,5.83,1.122,0.422,5.67,1.154,2.189,2.612,1.187,241.761,0.975,0.302,0.529,0.589,0.202,0.27,0.308,1,52
16580,-73.97904,40.72649,0,17,1,19,New York,Private room,1,1,1,1,Real Bed,1,326,95,0,1,0,1.1773,within an hour,3,0.92,1,Alphabet City,80,,,6.579,20.611,11.742,6.823,1.615,16.255,21.735,15.943,17.152,20.038,19.771,12.34,6.021,6.903,2.54,6.119,3.893,3.64,3.25,2.922,4.638,5.396,2.703,3.39,1.858,1.567,7.17,1.955,2.979,72.679,9.118,2.79,3.427,3.281,4.094,2.917,6.036,3.566,245.438,3.632,0.542,0.925,0.98,0.168,0.185,0.225,0,115
16595,-73.96792,40.70933,0,1,1,11,Brooklyn,Entire home/apt,4,1,1,3,Real Bed,1,145,93,1,0,0,0.9672,within a few hours,2,0.82,0,Williamsburg,270,,,8.424,22.078,11.234,4.872,3.443,17.474,22.636,13.817,15.046,17.928,17.653,11.703,7.791,6.836,4.632,8.023,5.857,5.699,3.84,4.888,6.762,7.193,2.491,3.468,3.983,3.332,9.087,2.513,5.022,74.575,10.929,4.913,5.524,3.766,6.065,4.666,7.981,5.526,247.327,5.627,0.863,1.252,1.286,0.483,0.58,0.633,0,300
16821,-73.98474,40.72298,1,17,1,19,New York,Private room,1,1,1,1,Real Bed,1,102,93,0,1,0,1.1773,within a day,1,1,0,Alphabet City,99,,,7.044,21.156,12.272,6.511,1.373,16.842,22.346,15.815,17.102,19.979,19.595,11.73,6.518,6.284,2.874,6.56,4.323,3.994,2.647,3.369,4.843,5.888,2.116,2.772,2.059,1.274,7.598,1.337,3.363,73.08,9.586,3.027,3.729,2.67,4.516,3.458,6.456,4.004,245.839,4.045,0.441,0.563,0.566,0.087,0.098,0.156,1,99
16974,-73.93922,40.80164,3,14,1,6,New York,Entire home/apt,8,2,4,6,Real Bed,4,185,96,1,0,0,2.4892,within a few hours,2,1,1,East Harlem,225,1900,7000,3.062,11.607,10.776,15.351,9.271,7.552,13.579,22.968,23.477,26.294,27.023,21.035,3.207,15.327,7.046,3.664,5.515,6.126,11.666,6.308,6.608,3.812,11.656,12.143,7.961,9.396,3.218,10.772,6.496,64.337,2.072,7.267,6.554,11.779,5.385,6.092,3.953,5.762,237.03,5.823,0.31,0.391,0.849,0.056,0.324,0.331,2,225
17037,-73.98008,40.72162,0,11,1,18,New York,Entire home/apt,2,1,1,1,Real Bed,1,49,96,1,0,0,1.1773,within an hour,3,1,1,Alphabet City,230,1330,5320,7.127,21.145,11.909,6.297,1.778,16.763,22.202,15.498,16.752,19.634,19.302,11.881,6.568,6.519,3.058,6.666,4.437,4.167,2.955,3.468,5.109,5.944,2.219,2.981,2.315,1.687,7.715,1.579,3.513,73.222,9.667,3.27,3.936,2.96,4.637,3.459,6.58,4.111,245.981,4.173,0.721,0.755,0.854,0.064,0.171,0.191,0,230
17092,-73.98865,40.76342,3,8,2,19,New York,Private room,1,1,1,1,Real Bed,1,22,90,0,1,0,4.3095,within a few hours,2,0.88,0,Hell's Kitchen,51,,1250,2.958,17.274,12.732,11,3.698,13.501,19.469,20.016,21.085,23.978,23.899,15.241,2.769,9.498,1.646,2.367,0.95,0.584,5.981,1.532,1.035,2.241,6.373,6.607,2.482,3.845,3.272,5.414,1.26,68.595,5.375,1.545,0.786,6.121,0.872,2.218,2.155,1.108,241.352,0.895,0.249,0.446,0.545,0.05,0.294,0.318,2,52
17693,-73.94095,40.83139,4,19,0,1,New York,Private room,2,1,1,1,Real Bed,1,46,97,0,1,0,0.9876,within a few hours,2,1,1,Washington Heights,65,686,1850,5.639,8.726,13.23,18.601,12.148,5.788,12.076,26.26,26.72,29.517,30.319,23.798,6.09,18.054,9.916,6.202,8.365,8.878,14.507,9.263,8.956,6.721,14.676,15.068,10.846,12.285,5.325,13.756,9.368,61.026,3.216,10.034,9.274,14.637,8.198,9.188,6.404,8.657,233.724,8.668,0.108,0.27,0.444,0.072,0.073,0.145,3,65
17747,-73.96374,40.68346,1,7,1,3,Brooklyn,Private room,2,1,1,1,Real Bed,1,100,98,0,1,0,1.8669,within an hour,3,1,1,Clinton Hill,105,750,2750,11.307,24.731,12.105,2.057,5.979,19.969,24.824,11.119,12.545,15.391,14.859,10.475,10.658,6.845,7.494,10.917,8.755,8.58,5.307,7.785,9.569,10.069,3.811,4.553,6.774,5.841,11.981,4.487,7.907,77.45,13.797,7.731,8.382,5.156,8.962,7.55,10.879,8.424,250.197,8.522,0.178,0.577,0.625,0.087,0.173,0.372,1,88
18127,-73.98801,40.72828,3,9,1,19,New York,Entire home/apt,2,1,1,1,Real Bed,1,21,97,1,0,0,1.1773,within a day,1,1,0,East Village,190,,,6.532,20.728,12.47,7.145,0.835,16.502,22.096,16.465,17.742,20.621,20.245,12.007,6.043,6.446,2.294,6.027,3.794,3.413,2.724,2.868,4.201,5.411,2.546,3.035,1.434,0.787,7.051,1.638,2.809,72.499,9.07,2.402,3.124,2.789,3.979,3.076,5.906,3.485,245.257,3.504,0.325,0.451,0.532,0.075,0.15,0.333,2,190
18198,-73.90334,40.75038,2,3,0,0,Queens,Private room,2,1,1,1,Real Bed,1,24,100,0,1,0,0.9628,within a day,1,0.75,0,Woodside,70,420,1200,6.694,16.472,5.402,10.97,8.212,11.362,15.823,16.988,17.25,20.01,21.056,18.805,5.99,13.706,6.917,6.842,6.381,6.954,10.151,6.225,8.364,5.895,9.297,10.167,7.35,8.244,7.511,8.792,6.657,70.181,8.079,7.435,7.25,10.168,6.475,5.427,7.08,6.286,242.721,6.5,0.358,0.419,0.529,0.355,0.447,0.462,2,70
18590,-73.97267,40.6932,0,6,1,6,Brooklyn,Private room,2,1.5,1,1,Real Bed,2,140,97,0,1,0,1.8669,within an hour,3,1,1,Fort Greene,95,615,2095,10.224,23.907,12.26,3.086,4.671,19.267,24.329,12.435,13.858,16.708,16.156,10.334,9.607,6.077,6.277,9.803,7.604,7.38,4.064,6.63,8.307,9.002,2.543,3.364,5.518,4.532,10.863,3.171,6.717,76.372,12.742,6.483,7.157,3.923,7.809,6.473,9.744,7.274,249.128,7.357,0.714,0.751,0.795,0.013,0.238,0.244,0,95
18764,-73.96112,40.71154,3,3,1,12,Brooklyn,Private room,4,1,2,2,Real Bed,2,61,88,0,1,0,0.9672,within an hour,3,1,1,Williamsburg,145,860,3000,8.201,21.67,10.614,5.167,3.73,17.007,22.101,13.8,14.937,17.826,17.687,12.305,7.538,7.458,4.623,7.834,5.726,5.641,4.395,4.776,6.801,6.957,3.095,4.068,4.077,3.636,8.897,3.028,4.96,74.327,10.675,4.961,5.511,4.332,5.935,4.455,7.815,5.398,247.071,5.519,0.453,0.734,0.83,0.245,0.259,0.335,1,145
19159,-73.95136,40.82915,1,6,0,2,New York,Entire home/apt,3,1,2,2,Real Bed,2,54,94,1,0,0,0.9558,within an hour,3,1,1,Hamilton Heights,110,900,2800,5.102,9.421,13.622,18.259,11.598,6.695,12.981,26.156,26.697,29.517,30.203,23.169,5.633,17.425,9.382,5.632,7.843,8.313,13.93,8.771,8.278,6.255,14.177,14.523,10.308,11.738,4.687,13.243,8.841,61.256,2.582,9.461,8.694,14.067,7.665,8.767,5.804,8.148,233.983,8.14,0.301,0.769,0.773,0.258,0.262,0.281,1,110
19169,-73.98892,40.71851,6,8,1,17,New York,Entire home/apt,4,1,2,3,Real Bed,2,69,87,1,0,0,1.2624,within a few hours,2,1,0,Lower East Side,285,,4875,7.605,21.752,12.703,6.108,1.542,17.45,22.952,15.554,16.912,19.778,19.285,11.124,7.096,5.708,3.383,7.108,4.872,4.502,2.14,3.932,5.244,6.465,1.511,2.179,2.514,1.404,8.136,0.759,3.894,73.587,10.145,3.476,4.209,2.139,5.06,4.058,6.992,4.558,246.345,4.586,0.069,0.127,0.408,0.172,0.229,0.243,4,285
19282,-73.96323,40.65401,2,2,1,0,Brooklyn,Entire home/apt,4,2,1,2,Real Bed,3,14,92,1,0,0,0.6162,within a few hours,2,1,0,Flatbush,130,650,,14.582,27.893,14.049,1.395,9.012,23.034,27.643,8.451,10.246,12.954,11.915,9.602,13.933,7.899,10.707,14.187,12.012,11.808,7.794,11.04,12.72,13.344,6.5,6.943,9.939,8.865,15.251,7.359,11.142,80.724,17.072,10.906,11.587,7.618,12.219,10.824,14.143,11.682,253.47,11.773,0.204,0.388,0.85,0.187,0.314,0.555,2,130
19812,-73.95748,40.71833,1,0,1,15,Brooklyn,Entire home/apt,2,1,1,1,Real Bed,2,61,90,1,0,0,0.9601,a few days or more,0,0,0,Williamsburg,105,625,2400,7.479,20.859,10.117,5.961,3.634,16.193,21.309,14.382,15.428,18.32,18.308,13.018,6.799,8.021,4.128,7.138,5.091,5.077,4.736,4.169,6.326,6.232,3.6,4.54,3.715,3.57,8.197,3.328,4.401,73.573,9.929,4.521,4.996,4.702,5.299,3.766,7.138,4.769,246.312,4.908,0.125,0.771,0.8,0.539,0.556,0.688,1,105
20299,-73.9844,40.72334,1,18,1,19,New York,Private room,1,1,1,1,Real Bed,1,190,92,0,1,0,1.1773,within a few hours,2,1,0,Alphabet City,60,,,6.999,21.108,12.238,6.545,1.371,16.792,22.297,15.837,17.118,19.996,19.62,11.779,6.472,6.331,2.834,6.516,4.279,3.954,2.69,3.324,4.813,5.842,2.165,2.82,2.026,1.276,7.555,1.385,3.321,73.039,9.541,2.994,3.692,2.715,4.473,3.41,6.413,3.96,245.799,4.002,0.467,0.612,0.615,0.077,0.097,0.187,1,60
20300,-73.98057,40.72912,1,20,1,19,New York,Private room,2,1,1,1,Real Bed,1,2,60,0,1,0,1.1773,N/A,0,0,0,Alphabet City,50,,,6.309,20.39,11.837,7.129,1.425,16.077,21.603,16.262,17.467,20.354,20.091,12.476,5.767,6.982,2.228,5.839,3.607,3.333,3.287,2.641,4.318,5.139,2.883,3.504,1.54,1.403,6.886,2.069,2.678,72.389,8.85,2.47,3.112,3.335,3.805,2.691,5.749,3.283,245.149,3.34,0.222,0.625,0.891,0.093,0.148,0.19,1,50
20611,-73.96218,40.71156,0,3,1,12,Brooklyn,Private room,2,1,1,1,Real Bed,2,171,94,0,1,0,0.9672,within an hour,3,1,1,Williamsburg,85,,,8.192,21.694,10.698,5.157,3.656,17.042,22.151,13.838,14.986,17.875,17.718,12.236,7.534,7.374,4.583,7.82,5.703,5.607,4.306,4.749,6.755,6.95,3.008,3.98,4.023,3.561,8.883,2.94,4.927,74.325,10.672,4.913,5.472,4.243,5.911,4.443,7.798,5.374,247.071,5.492,0.515,0.78,0.903,0.283,0.301,0.405,0,85
20724,-73.9383,40.70032,3,8,0,0,Brooklyn,Private room,1,0,1,1,Real Bed,1,23,88,0,1,0,0.9855,within a day,1,0.6,0,Bushwick,65,,,9.759,22.411,9.313,4.69,6.021,17.489,22.117,11.956,12.894,15.787,15.942,13.235,9.033,9.043,6.697,9.487,7.567,7.615,6.471,6.685,8.896,8.519,5.015,5.979,6.273,5.929,10.527,5.194,6.947,75.601,12.096,7.094,7.558,6.377,7.772,6.187,9.527,7.255,248.295,7.411,0.238,0.412,0.781,0.148,0.274,0.283,2,50
20734,-73.97261,40.68233,10,5,1,5,Brooklyn,Entire home/apt,4,1,1,2,Real Bed,1,163,98,1,0,0,0.9893,within an hour,3,1,1,Prospect Heights,131,825,2700,11.432,25.06,12.813,1.883,5.781,20.369,25.331,11.418,12.953,15.771,15.064,9.746,10.812,6.115,7.472,11.012,8.812,8.579,4.83,7.838,9.473,10.208,3.394,4.032,6.694,5.636,12.072,4.175,7.919,77.58,13.948,7.661,8.348,4.668,9.016,7.679,10.952,8.482,250.336,8.563,0.268,0.432,0.435,0.311,0.354,0.363,4,115
20755,-73.966,40.68634,2,9,1,5,Brooklyn,Private room,3,1,1,2,Real Bed,1,15,86,0,1,0,1.8669,within an hour,3,1,0,Clinton Hill,98,898,1898,10.982,24.474,12.108,2.335,5.607,19.742,24.654,11.491,12.913,15.76,15.229,10.445,10.34,6.632,7.137,10.585,8.413,8.227,4.961,7.442,9.204,9.747,3.456,4.221,6.41,5.469,11.648,4.118,7.556,77.13,13.48,7.369,8.025,4.813,8.62,7.224,10.542,8.082,249.88,8.177,0.207,0.342,0.574,0.083,0.223,0.273,2,98
20853,-73.97162,40.68035,4,7,1,4,Brooklyn,Entire home/apt,4,2.5,2,3,Real Bed,4,21,99,1,0,0,0.9893,within a few hours,2,0.9,0,Prospect Heights,250,1400,4000,11.65,25.246,12.853,1.655,6.016,20.539,25.471,11.189,12.736,15.55,14.83,9.727,11.026,6.229,7.702,11.233,9.036,8.808,5.045,8.062,9.707,10.424,3.619,4.24,6.927,5.871,12.294,4.408,8.146,77.799,14.163,7.894,8.579,4.882,9.241,7.895,11.175,8.706,250.555,8.788,0.298,0.372,0.571,0.311,0.369,0.378,2,350
20913,-73.95775,40.70984,3,6,0,9,Brooklyn,Entire home/apt,2,1,1,1,Real Bed,1,168,81,1,0,0,0.9672,N/A,0,0,0,Williamsburg,100,600,2300,8.414,21.771,10.402,5.029,4.071,17.064,22.092,13.514,14.626,17.517,17.417,12.418,7.739,7.668,4.922,8.063,5.983,5.923,4.689,5.042,7.107,7.168,3.349,4.326,4.399,3.978,9.124,3.338,5.242,74.517,10.871,5.271,5.806,4.62,6.192,4.685,8.055,5.656,247.256,5.785,0.165,0.492,0.627,0.211,0.23,0.409,2,80
